#校對至U+2E34B

2CEB0	𬺰	jn
2E364	𮍤	hbmig
2E365	𮍥	ohx
2E366	𮍦	hxhv
2E367	𮍧	hxyk
2E368	𮍨	fqhx
2E369	𮍩	mthxu
2E36A	𮍪	hcmg
2E36B	𮍫	hxnc
2E36C	𮍬	hxhc
2E36D	𮍭	hxmc
2E36E	𮍮	hxec
2E36F	𮍯	hxhbu
2E370	𮍰	hxhc
2E371	𮍱	hxfc
2E372	𮍲	hbmus
2E373	𮍳	hbvjv
2E374	𮍴	hrms
2E375	𮍵	hron
2E376	𮍶	hroii
2E376	𮍶	hroml
2E377	𮍷	hrsmr
2E378	𮍸	orlk
2E379	𮍹	thppr
2E37A	𮍺	hrtmv
2E37B	𮍻	avhjr
2E37C	𮍼	hroae
2E37D	𮍽	hrycn
2E37E	𮍾	hrew
2E37F	𮍿	jjomr
2E380	𮎀	hrjji
2E381	𮎁	muniq
2E382	𮎂	vfniq
2E383	𮎃	hybhn
2E384	𮎄	hyyc
2E385	𮎅	hykui
2E386	𮎆	hyre
2E387	𮎇	hyhfd
2E388	𮎈	hyom
2E389	𮎉	hypt
2E38A	𮎊	hyhio
2E38B	𮎋	hyma
2E38C	𮎌	hyhbu
2E38D	𮎍	hyqki
2E38E	𮎎	hyrhr
2E38E	𮎎	hyrr
2E38F	𮎏	hyrhg
2E38F	𮎏	hyrmg
2E390	𮎐	hycor
2E391	𮎑	hyjio
2E392	𮎒	hytbc
2E393	𮎓	hyjmi
2E394	𮎔	hytqt
2E395	𮎕	hyjmc
2E396	𮎖	hyjak
2E397	𮎗	hymht
2E398	𮎘	ivofj
2E399	𮎙	gjav
2E39A	𮎚	grav
2E39B	𮎛	nru
2E39C	𮎜	oau
2E39D	𮎝	nuyru
2E39E	𮎞	kanau
2E39F	𮎟	tb
2E3A0	𮎠	tpp
2E3A1	𮎡	tomn
2E3A2	𮎢	tvle
2E3A3	𮎣	tau
2E3A4	𮎤	tib
2E3A5	𮎥	tom
2E3A6	𮎦	tfk
2E3A7	𮎧	tlbc
2E3A8	𮎨	tkru
2E3A9	𮎩	tma
2E3AA	𮎪	tqoc
2E3AB	𮎫	tjlk
2E3AC	𮎬	thhv
2E3AD	𮎭	tbe
2E3AE	𮎮	tlmo
2E3AF	𮎯	tpoo
2E3B0	𮎰	tvou
2E3B1	𮎱	tohv
2E3B2	𮎲	thau
2E3B3	𮎳	twms
2E3B4	𮎴	tkna
2E3B5	𮎵	tvyg
2E3B6	𮎶	tihj
2E3B7	𮎷	tevm
2E3B8	𮎸	tjhj
2E3B9	𮎹	trg
2E3BA	𮎺	trmg
2E3BB	𮎻	tsku
2E3BC	𮎼	tsll
2E3BD	𮎽	tvsl
2E3BE	𮎾	tmik
2E3BF	𮎿	tvmk
2E3C0	𮏀	tqme
2E3C1	𮏁	tmrp
2E3C2	𮏂	tmth
2E3C3	𮏃	tav
2E3C4	𮏄	twd
2E3C5	𮏅	tnof
2E3C6	𮏆	trkn
2E3C7	𮏇	tuku
2E3C8	𮏈	toam
2E3C9	𮏉	tcie
2E3CA	𮏊	tomc
2E3CB	𮏋	tjce
2E3CC	𮏌	tyik
2E3CD	𮏍	teau
2E3CE	𮏎	tji
2E3CF	𮏏	tcog
2E3D0	𮏐	tptc
2E3D1	𮏑	tjnu
2E3D2	𮏒	tlb
2E3D3	𮏓	tmmm
2E3D4	𮏔	tjtu
2E3D5	𮏕	tsrb
2E3D6	𮏖	ttgo
2E3D7	𮏗	twph
2E3D8	𮏘	tnmu
2E3D9	𮏙	tyhg
2E3DA	𮏚	thpa
2E3DB	𮏛	tkhr
2E3DC	𮏜	tkhu
2E3DD	𮏝	teyr
2E3DE	𮏞	tyvu
2E3DF	𮏟	tehe
2E3E0	𮏠	teop
2E3E1	𮏡	thpd
2E3E2	𮏢	tndm
2E3E3	𮏣	ttmv
2E3E4	𮏤	twrg
2E3E5	𮏥	twa
2E3E6	𮏦	thad
2E3E7	𮏧	tjmg
2E3E8	𮏨	tsrb
2E3E9	𮏩	ttjd
2E3EA	𮏪	tyva
2E3EB	𮏫	trcms
2E3EC	𮏬	tmhw
2E3ED	𮏭	tmnm
2E3EE	𮏮	ttcu
2E3EF	𮏯	tkon
2E3F0	𮏰	tbup
2E3F1	𮏱	tjmy
2E3F2	𮏲	trli
2E3F3	𮏳	tjwo
2E3F4	𮏴	tnbs
2E3F5	𮏵	toyr
2E3F6	𮏶	tkhk
2E3F7	𮏷	thde
2E3F8	𮏸	tohi
2E3F9	𮏹	tpyr
2E3FA	𮏺	tkhi
2E3FB	𮏻	toyk
2E3FC	𮏼	toye
2E3FD	𮏽	tode
2E3FE	𮏾	tysf
2E3FF	𮏿	tehd
2E400	𮐀	tycv
2E401	𮐁	tifo
2E401	𮐁	tmfo
2E402	𮐂	tsmg
2E403	𮐃	tjmo
2E404	𮐄	tqng
2E405	𮐅	tjid
2E406	𮐆	tdrsn
2E407	𮐇	tmwr
2E408	𮐈	tjis
2E409	𮐉	tqik
2E40A	𮐊	tbup
2E40B	𮐋	taki
2E40C	𮐌	tjmdm
2E40D	𮐍	tjmvh
2E40E	𮐎	tlmu
2E40F	𮐏	tohq
2E410	𮐐	tbav
2E411	𮐑	tkhb
2E412	𮐒	thoe
2E413	𮐓	uuhoo
2E414	𮐔	tbpk
2E415	𮐕	tyhr
2E416	𮐖	tjbc
2E417	𮐗	tjfu
2E418	𮐘	tioj
2E419	𮐙	tjcu
2E41A	𮐚	tfmo
2E41B	𮐛	tyvb
2E41C	𮐜	tphh
2E41D	𮐝	tibp
2E41E	𮐞	tvvu
2E41F	𮐟	tksd
2E420	𮐠	thdu
2E421	𮐡	tdib
2E422	𮐢	tmgb
2E423	𮐣	typo
2E423	𮐣	typy
2E424	𮐤	trmnr
2E425	𮐥	tmgn
2E426	𮐦	tggi
2E427	𮐧	tbcp
2E428	𮐨	tbov
2E429	𮐩	twog
2E42A	𮐪	trid
2E42B	𮐫	tkha
2E42C	𮐬	theb
2E42D	𮐭	tuie
2E42E	𮐮	tode
2E42F	𮐯	torb
2E430	𮐰	tphu
2E430	𮐰	tppn
2E431	𮐱	tbhe
2E432	𮐲	toah
2E433	𮐳	thqb
2E434	𮐴	tkhg
2E435	𮐵	tjni
2E436	𮐶	tnlp
2E437	𮐷	tnlh
2E438	𮐸	tvfn
2E439	𮐹	tmef
2E439	𮐹	tnef
2E43A	𮐺	tiht
2E43B	𮐻	timr
2E43C	𮐼	tims
2E43D	𮐽	troir
2E43E	𮐾	tmpt
2E43F	𮐿	tdbb
2E440	𮑀	tjii
2E441	𮑁	ttco
2E442	𮑂	tkja
2E443	𮑃	tmgd
2E444	𮑄	tmwr
2E445	𮑅	tjtw
2E446	𮑆	twtr
2E447	𮑇	tfbk
2E448	𮑈	tbhe
2E449	𮑉	thdj
2E44A	𮑊	tokn
2E44B	𮑋	tyly
2E44C	𮑌	tyhv
2E44D	𮑍	tcfh
2E44E	𮑎	tbhj
2E44F	𮑏	thdu
2E450	𮑐	tjbc
2E451	𮑑	tifb
2E451	𮑑	tmfb
2E452	𮑒	tyid
2E453	𮑓	tehe
2E454	𮑔	tedw
2E455	𮑕	tytl
2E456	𮑖	tifu
2E456	𮑖	tmfu
2E457	𮑗	tvfr
2E458	𮑘	tvbe
2E459	𮑙	tiif
2E45A	𮑚	tbqp
2E45B	𮑛	tiiu
2E45C	𮑜	tywf
2E45D	𮑝	tvfj
2E45E	𮑞	tsrg
2E45F	𮑟	trcnh
2E460	𮑠	tslj
2E461	𮑡	tmto
2E462	𮑢	ttbg
2E463	𮑣	ttce
2E464	𮑤	tjalb
2E465	𮑥	tbuv
2E466	𮑦	twld
2E467	𮑧	thdd
2E468	𮑨	thdb
2E469	𮑩	thuu
2E46A	𮑪	tuce
2E46B	𮑫	toqc
2E46C	𮑬	tbme
2E46D	𮑭	thda
2E46E	𮑮	teoe
2E46F	𮑯	eipr
2E470	𮑰	tejc
2E471	𮑱	tlib
2E472	𮑲	tete
2E473	𮑳	tyrq
2E474	𮑴	tfnk
2E475	𮑵	tebe
2E476	𮑶	ttef
2E477	𮑷	tipr
2E478	𮑸	tysm
2E479	𮑹	tsme
2E47A	𮑺	tpii
2E47B	𮑻	tvmw
2E47C	𮑼	thdi
2E47D	𮑽	tmov
2E47E	𮑾	tdll
2E47F	𮑿	tmbi
2E480	𮒀	trihr
2E481	𮒁	tqsr
2E482	𮒂	tjem
2E483	𮒃	tmdm
2E484	𮒄	trml
2E485	𮒅	wltpd
2E486	𮒆	tbbk
2E487	𮒇	tjomb
2E488	𮒈	twce
2E489	𮒉	tnuu
2E48A	𮒊	toyg
2E48B	𮒋	thdi
2E48C	𮒌	teih
2E48D	𮒍	tytv
2E48E	𮒎	teuk
2E48F	𮒏	tros
2E490	𮒐	temu
2E491	𮒑	tyro
2E492	𮒒	rehf
2E493	𮒓	tifb
2E493	𮒓	tmfb
2E494	𮒔	tvfb
2E495	𮒕	tvfv
2E496	𮒖	tvfa
2E497	𮒗	thde
2E498	𮒘	thkr
2E498	𮒘	tikr
2E498	𮒘	tmkr
2E499	𮒙	tdow
2E499	𮒙	tjow
2E49A	𮒚	tjkf
2E49B	𮒛	tgii
2E49B	𮒛	tgki
2E49C	𮒜	tjjb
2E49D	𮒝	tqof
2E49E	𮒞	tdwf
2E49F	𮒟	tqoc
2E4A0	𮒠	tjtmr
2E4A1	𮒡	twmf
2E4A2	𮒢	tlvo
2E4A3	𮒣	togb
2E4A4	𮒤	thdj
2E4A5	𮒥	tfkk
2E4A6	𮒦	tpps
2E4A7	𮒧	tnlq
2E4A8	𮒨	tvfa
2E4A9	𮒩	tdem
2E4A9	𮒩	tjem
2E4AA	𮒪	tmtj
2E4AB	𮒫	tgqf
2E4AC	𮒬	tdnb
2E4AD	𮒭	twlg
2E4AE	𮒮	tasc
2E4AF	𮒯	tomb
2E4B0	𮒰	tbvg
2E4B1	𮒱	tbha
2E4B2	𮒲	tyrh
2E4B3	𮒳	tysw
2E4B4	𮒴	tvfi
2E4B5	𮒵	tnjv
2E4B6	𮒶	tsjd
2E4B7	𮒷	tnjd
2E4B8	𮒸	tgiv
2E4B8	𮒸	tgkv
2E4B9	𮒹	tqyr
2E4BA	𮒺	ttjr
2E4BB	𮒻	tdeg
2E4BB	𮒻	tjeg
2E4BC	𮒼	tana
2E4BD	𮒽	twlr
2E4BE	𮒾	thcq
2E4BF	𮒿	tbof
2E4C0	𮓀	thni
2E4C1	𮓁	tvfi
2E4C2	𮓂	tsjq
2E4C3	𮓃	tnmv
2E4C4	𮓄	troyb
2E4C5	𮓅	timwl
2E4C6	𮓆	tjcwa
2E4C7	𮓇	tdbbe
2E4C8	𮓈	tcoe
2E4C9	𮓉	tuotf
2E4CA	𮓊	tfgc
2E4CB	𮓋	tyjj
2E4CC	𮓌	tnmd
2E4CD	𮓍	tsdv
2E4CE	𮓎	tdlga
2E4CF	𮓏	twlm
2E4D0	𮓐	twfr
2E4D1	𮓑	tbbj
2E4D2	𮓒	tsjd
2E4D3	𮓓	tmbe
2E4D4	𮓔	tswu
2E4D5	𮓕	tmbb
2E4D6	𮓖	tnfm
2E4D7	𮓗	ynhg
2E4D8	𮓘	mhp
2E4D9	𮓙	mhhn
2E4DA	𮓚	yhe
2E4DB	𮓛	ypg
2E4DC	𮓜	mhlb
2E4DD	𮓝	ypyo
2E4DE	𮓞	mlwb
2E4DF	𮓟	ynhn
2E4DF	𮓟	yuhn
2E4E0	𮓠	mlwm
2E4E1	𮓡	mhtc
2E4E2	𮓢	yhcb
2E4E3	𮓣	ypbjs
2E4E4	𮓤	ynhq
2E4E4	𮓤	yuhq
2E4E5	𮓥	mhrmk
2E4E5	𮓥	mhrvk
2E4E6	𮓦	hdypn
2E4E6	𮓦	hdypu
2E4E7	𮓧	yncor
2E4E7	𮓧	yucor
2E4E8	𮓨	ynrmu
2E4E8	𮓨	yurmu
2E4E9	𮓩	tccms
2E4E9	𮓩	ymcms
2E4EA	𮓪	ymnin
2E4EB	𮓫	jjypn
2E4EB	𮓫	jjypu
2E4EC	𮓬	ytcms
2E4ED	𮓭	ffypb
2E4EE	𮓮	ynfhf
2E4EE	𮓮	yufhf
2E4EF	𮓯	ynfdq
2E4EF	𮓯	yufdq
2E4F0	𮓰	lmi
2E4F1	𮓱	hlm
2E4F2	𮓲	lipn
2E4F2	𮓲	lips
2E4F3	𮓳	lilis
2E4F4	𮓴	lis
2E4F5	𮓵	silmi
2E4F5	𮓵	sklmi
2E4F5	𮓵	solmi
2E4F6	𮓶	lin
2E4F7	𮓷	liru
2E4F8	𮓸	mulmi
2E4F9	𮓹	lisk
2E4FA	𮓺	limms
2E4FB	𮓻	lilbu
2E4FC	𮓼	liimo
2E4FD	𮓽	lipt
2E4FE	𮓾	mslmi
2E4FF	𮓿	liw
2E500	𮔀	phlmi
2E501	𮔁	lijks
2E502	𮔂	litsl
2E503	𮔃	hilbi
2E504	𮔄	liod
2E505	𮔅	linbo
2E506	𮔆	lihbt
2E507	𮔇	hylmi
2E508	𮔈	liohu
2E509	𮔉	leci
2E50A	𮔊	limob
2E50B	𮔋	liqll
2E50B	𮔋	liqln
2E50C	𮔌	liuau
2E50D	𮔍	liyma
2E50E	𮔎	libbm
2E50F	𮔏	hiod
2E510	𮔐	liomc
2E511	𮔑	lihru
2E512	𮔒	hiklg
2E513	𮔓	eelmi
2E514	𮔔	lishu
2E515	𮔕	illmi
2E516	𮔖	liice
2E517	𮔗	lidbn
2E518	𮔘	liqmv
2E519	𮔙	liab
2E51A	𮔚	litbs
2E51B	𮔛	linai
2E51C	𮔜	liyhv
2E51D	𮔝	liytq
2E51E	𮔞	mflmi
2E51F	𮔟	lissd
2E520	𮔠	limwg
2E521	𮔡	likit
2E522	𮔢	liwpp
2E523	𮔣	lioiv
2E524	𮔤	linsp
2E525	𮔥	liyaf
2E526	𮔦	liite
2E527	𮔧	rklmi
2E528	𮔨	limti
2E529	𮔩	limgk
2E52A	𮔪	lijbc
2E52A	𮔪	lipbc
2E52B	𮔫	liafu
2E52C	𮔬	livmi
2E52D	𮔭	hiew
2E52E	𮔮	liyub
2E52F	𮔯	yrbi
2E530	𮔰	ysoi
2E531	𮔱	lisfb
2E532	𮔲	linld
2E533	𮔳	dklmi
2E534	𮔴	litib
2E535	𮔵	lirrs
2E536	𮔶	liywi
2E537	𮔷	liqjm
2E537	𮔷	liqjs
2E538	𮔸	higou
2E539	𮔹	lihoi
2E53A	𮔺	hioge
2E53B	𮔻	limbi
2E53C	𮔼	dmlmi
2E53D	𮔽	hinlw
2E53E	𮔾	lijmn
2E53F	𮔿	licwa
2E540	𮕀	yulmi
2E541	𮕁	yklmi
2E542	𮕂	liymw
2E543	𮕃	liymf
2E544	𮕄	hitcp
2E545	𮕅	hisfv
2E546	𮕆	liyto
2E547	𮕇	lisod
2E548	𮕈	limue
2E549	𮕉	selmi
2E54A	𮕊	rinoi
2E54B	𮕋	liwlo
2E54C	𮕌	liqoc
2E54D	𮕍	lilvk
2E54E	𮕎	vlwi
2E54F	𮕏	lihop
2E550	𮕐	liogb
2E551	𮕑	iiwli
2E552	𮕒	licii
2E553	𮕓	litei
2E554	𮕔	wrfli
2E555	𮕕	hnhii
2E556	𮕖	linmb
2E557	𮕗	liyvn
2E558	𮕘	litob
2E559	𮕙	liyhs
2E55A	𮕚	lijbu
2E55B	𮕛	jbmri
2E55C	𮕜	mbt
2E55D	𮕝	htsh
2E55E	𮕞	ynhbt
2E55F	𮕟	hthvo
2E560	𮕠	htmnn
2E561	𮕡	vehbt
2E562	𮕢	hommn
2E563	𮕣	hoorn
2E564	𮕤	lu
2E565	𮕥	lln
2E566	𮕦	oyhv
2E567	𮕧	le
2E568	𮕨	lk
2E569	𮕩	yngv
2E56A	𮕪	lyhv
2E56B	𮕫	ybmv
2E56C	𮕬	lop
2E56D	𮕭	lht
2E56E	𮕮	cshv
2E56F	𮕯	lihu
2E570	𮕰	lmvn
2E571	𮕱	ytmv
2E572	𮕲	lbu
2E573	𮕳	lwc
2E574	𮕴	lopd
2E575	𮕵	hayhv
2E576	𮕶	lolb
2E577	𮕷	oryv
2E578	𮕸	lrvp
2E579	𮕹	sqsv
2E57A	𮕺	yvbmr
2E57B	𮕻	yoav
2E57C	𮕼	lhbu
2E57D	𮕽	lopj
2E57E	𮕾	lobm
2E57F	𮕿	lnir
2E580	𮖀	lyvo
2E581	𮖁	lmob
2E582	𮖂	lmkr
2E583	𮖃	lleg
2E584	𮖄	rauv
2E585	𮖅	lrmk
2E585	𮖅	lrvk
2E586	𮖆	lkkb
2E587	𮖇	hnyhv
2E588	𮖈	hdyhv
2E589	𮖉	loog
2E58A	𮖊	jmhv
2E58B	𮖋	ycgcv
2E58C	𮖌	llst
2E58D	𮖍	lsql
2E58E	𮖎	seyhv
2E58F	𮖏	ltop
2E590	𮖐	wdyhv
2E591	𮖑	oryhv
2E592	𮖒	ilov
2E593	𮖓	lvvw
2E594	𮖔	qryhv
2E595	𮖕	ldbm
2E596	𮖖	qiyhv
2E597	𮖗	lmbc
2E598	𮖘	lwpp
2E599	𮖙	lhde
2E59A	𮖚	yoov
2E59B	𮖛	oiav
2E59C	𮖜	lhxo
2E59D	𮖝	lhdf
2E59E	𮖞	lyrn
2E59E	𮖞	lyru
2E59F	𮖟	ybyhv
2E5A0	𮖠	yiiv
2E5A1	𮖡	ltwk
2E5A2	𮖢	tvgv
2E5A3	𮖣	lpub
2E5A4	𮖤	loge
2E5A5	𮖥	yhdv
2E5A6	𮖦	lyhr
2E5A7	𮖧	lybs
2E5A8	𮖨	ltxc
2E5A9	𮖩	lilr
2E5AA	𮖪	ltak
2E5AB	𮖫	lfbb
2E5AC	𮖬	ybrv
2E5AD	𮖭	ybyhv
2E5AE	𮖮	lsmh
2E5AF	𮖯	ltgr
2E5AF	𮖯	lttr
2E5B0	𮖰	lmml
2E5B1	𮖱	lgro
2E5B2	𮖲	lmbb
2E5B3	𮖳	lmmi
2E5B4	𮖴	lhgi
2E5B5	𮖵	lhoe
2E5B6	𮖶	hcyhv
2E5B7	𮖷	ltcd
2E5B8	𮖸	lrri
2E5B9	𮖹	lrij
2E5B9	𮖹	lrji
2E5BA	𮖺	ltja
2E5BB	𮖻	lgni
2E5BC	𮖼	lybu
2E5BD	𮖽	lymu
2E5BE	𮖾	lwrw
2E5BF	𮖿	mwoii
2E5BF	𮖿	mwoml
2E5C0	𮗀	mwhey
2E5C1	𮗁	mwkii
2E5C2	𮗂	mwwvj
2E5C3	𮗃	mwnii
2E5C4	𮗄	mwysk
2E5C5	𮗅	mvhbt
2E5C6	𮗆	mwhwj
2E5C7	𮗇	mwivv
2E5C8	𮗈	mwvfg
2E5C9	𮗉	mwvjv
2E5CA	𮗊	mwhok
2E5CB	𮗋	mwtja
2E5CC	𮗌	mwsfr
2E5CD	𮗍	mhbuu
2E5CE	𮗎	jrbuu
2E5CF	𮗏	ncbuu
2E5D0	𮗐	oqbuu
2E5D1	𮗑	buav
2E5D2	𮗒	mmbuu
2E5D3	𮗓	lbbuu
2E5D4	𮗔	rrbuu
2E5D5	𮗕	busje
2E5D6	𮗖	lbbuu
2E5D7	𮗗	jmbuu
2E5D8	𮗘	libuu
2E5D8	𮗘	lmbuu
2E5D9	𮗙	bulnh
2E5DA	𮗚	tgbuu
2E5DB	𮗛	tbbuu
2E5DC	𮗜	hbbuu
2E5DD	𮗝	ffbuu
2E5DE	𮗞	ymbuu
2E5DF	𮗟	ombq
2E5E0	𮗠	nibq
2E5E1	𮗡	nbhe
2E5E2	𮗢	nbhhh
2E5E3	𮗣	nbpi
2E5E4	𮗤	nbht
2E5E5	𮗥	nbhqu
2E5E6	𮗦	nbno
2E5E7	𮗧	nbino
2E5E8	𮗨	nbsuj
2E5E9	𮗩	nbmvn
2E5EA	𮗪	nblbk
2E5EB	𮗫	imnbg
2E5EC	𮗬	nbpa
2E5ED	𮗭	nbae
2E5EE	𮗮	oboq
2E5EF	𮗯	nbhhv
2E5F0	𮗰	nbmmr
2E5F1	𮗱	nbyit
2E5F2	𮗲	nbyiu
2E5F3	𮗳	nbapv
2E5F4	𮗴	nbtlq
2E5F5	𮗵	ffbnb
2E5F6	𮗶	nbrrj
2E5F7	𮗷	yrsl
2E5F8	𮗸	yrhn
2E5F9	𮗹	yrk
2E5FA	𮗺	hrymr
2E5FB	𮗻	yrtt
2E5FC	𮗼	yrd
2E5FD	𮗽	yrpp
2E5FE	𮗾	yrji
2E5FF	𮗿	mhymr
2E600	𮘀	yrdj
2E601	𮘁	yrlwu
2E602	𮘂	yrre
2E603	𮘃	hlymr
2E604	𮘄	yrbq
2E605	𮘅	yromj
2E606	𮘆	niymr
2E607	𮘇	yrnyo
2E608	𮘈	yryuo
2E609	𮘉	yrmtn
2E60A	𮘊	yrkym
2E60B	𮘋	yrkhu
2E60C	𮘌	yrhhv
2E60D	𮘍	yrobm
2E60E	𮘎	yvii
2E60F	𮘏	yrgil
2E610	𮘐	fcymr
2E611	𮘑	yrbms
2E612	𮘒	yrrd
2E613	𮘓	yroha
2E614	𮘔	yryon
2E615	𮘕	yrshu
2E616	𮘖	yrsql
2E617	𮘗	yrqkq
2E618	𮘘	yrylh
2E619	𮘙	yrbmm
2E61A	𮘚	yrbb
2E61B	𮘛	yrjcs
2E61C	𮘜	yrjcm
2E61D	𮘝	ykymr
2E61E	𮘞	yrfqs
2E61F	𮘟	yrytr
2E620	𮘠	ffymr
2E621	𮘡	yrtlk
2E622	𮘢	yrdbu
2E623	𮘣	yryic
2E623	𮘣	yryid
2E624	𮘤	lcymr
2E625	𮘥	yrukd
2E626	𮘦	yrbla
2E627	𮘧	odymr
2E628	𮘨	yrjhr
2E629	𮘩	yrytr
2E62A	𮘪	yrdmb
2E62B	𮘫	yrtcp
2E62C	𮘬	yrwlm
2E62D	𮘭	yrypk
2E62E	𮘮	yrhai
2E62F	𮘯	yryom
2E630	𮘰	yrgji
2E631	𮘱	qgymr
2E632	𮘲	yrrrs
2E633	𮘳	boymr
2E634	𮘴	yrhhk
2E635	𮘵	yrjmc
2E636	𮘶	yrilb
2E637	𮘷	yrykm
2E638	𮘸	yrssf
2E639	𮘹	yrtso
2E63A	𮘺	yrtmc
2E63B	𮘻	mgymr
2E63C	𮘼	yraja
2E63D	𮘽	ffye
2E63E	𮘾	yrjbk
2E63F	𮘿	yrmbi
2E63F	𮘿	yrmbl
2E640	𮙀	yrbbe
2E641	𮙁	yrnbq
2E642	𮙂	yryid
2E643	𮙃	yrfhf
2E644	𮙄	yromp
2E645	𮙅	yryci
2E645	𮙅	yrymi
2E646	𮙆	yrytr
2E647	𮙇	ytybp
2E648	𮙈	yrtvg
2E649	𮙉	ivdip
2E64A	𮙊	ivnlp
2E64B	𮙋	ivjkr
2E64C	𮙌	crlbu
2E64D	𮙍	crnmu
2E64E	𮙎	crjki
2E64F	𮙏	ihymr
2E650	𮙐	jrcor
2E651	𮙑	omcor
2E652	𮙒	mtoii
2E652	𮙒	mtoml
2E653	𮙓	mtjru
2E654	𮙔	mthej
2E655	𮙕	tthhh
2E656	𮙖	ifmrt
2E657	𮙗	nntwt
2E658	𮙘	ugmrt
2E659	𮙙	gtjej
2E65A	𮙚	muso
2E65A	𮙚	umso
2E65B	𮙛	mfmo
2E65C	𮙜	llmso
2E65D	𮙝	oaho
2E65E	𮙞	caho
2E65F	𮙟	mhmso
2E660	𮙠	owlo
2E661	𮙡	bjmso
2E662	𮙢	ismso
2E663	𮙣	moahu
2E664	𮙤	momfu
2E665	𮙥	bsho
2E666	𮙦	bhi
2E667	𮙧	bhbhn
2E668	𮙨	bhodi
2E669	𮙩	bhjhu
2E66A	𮙪	bhhap
2E66B	𮙫	bhybb
2E66C	𮙬	bhytg
2E66D	𮙭	obuc
2E66E	𮙮	bcdi
2E66F	𮙯	bcho
2E670	𮙰	bclll
2E671	𮙱	bcsm
2E672	𮙲	fmbuc
2E673	𮙳	bcqo
2E674	𮙴	bcmys
2E675	𮙵	bcmvu
2E676	𮙶	htbuc
2E677	𮙷	fhbuc
2E678	𮙸	ahbuc
2E679	𮙹	jcbuc
2E67A	𮙺	kcbuc
2E67B	𮙻	bcam
2E67C	𮙼	bcodi
2E67D	𮙽	bches
2E67D	𮙽	bcoks
2E67E	𮙾	bcof
2E67F	𮙿	oinc
2E67F	𮙿	omsc
2E680	𮚀	bcrvp
2E681	𮚁	ykll
2E682	𮚂	jibuc
2E683	𮚃	obbc
2E684	𮚄	bcvif
2E685	𮚅	dtbuc
2E686	𮚆	bcit
2E687	𮚇	bchvf
2E688	𮚈	bcoos
2E689	𮚉	bcjmu
2E68A	𮚊	itsc
2E68B	𮚋	qubuc
2E68C	𮚌	mkbuc
2E68D	𮚍	jrrbc
2E68E	𮚎	bckmf
2E68F	𮚏	tfbc
2E690	𮚐	bcab
2E691	𮚑	fbsbc
2E692	𮚒	bcofd
2E693	𮚓	bcnme
2E693	𮚓	bcvne
2E694	𮚔	ngeec
2E695	𮚕	shbuc
2E696	𮚖	bcwa
2E697	𮚗	bcbup
2E698	𮚘	ybbuc
2E699	𮚙	wcjr
2E69A	𮚚	skbuc
2E69B	𮚛	bctvg
2E69C	𮚜	wcyg
2E69D	𮚝	bchni
2E69E	𮚞	bcmpc
2E69F	𮚟	bcstr
2E6A0	𮚠	hrlmc
2E6A1	𮚡	qoqoc
2E6A2	𮚢	bcgbt
2E6A3	𮚣	wcgp
2E6A4	𮚤	bchdw
2E6A5	𮚥	ihoc
2E6A6	𮚦	yubuc
2E6A7	𮚧	hhslc
2E6A8	𮚨	yvwlu
2E6A9	𮚩	bctbo
2E6AA	𮚪	bcjmc
2E6AB	𮚫	bcjpn
2E6AC	𮚬	gclst
2E6AD	𮚭	bcogk
2E6AE	𮚮	bcbok
2E6AF	𮚯	auybc
2E6B0	𮚰	ncncc
2E6B0	𮚰	shbcc
2E6B1	𮚱	gcnbc
2E6B1	𮚱	gcshc
2E6B2	𮚲	gon
2E6B3	𮚳	gohhh
2E6B4	𮚴	goqo
2E6B5	𮚵	gonl
2E6B6	𮚶	goof
2E6B7	𮚷	goyk
2E6B8	𮚸	gotc
2E6B9	𮚹	gohbr
2E6BA	𮚺	gomtj
2E6BB	𮚻	gonai
2E6BC	𮚼	gooro
2E6BD	𮚽	gomgg
2E6BE	𮚾	golmr
2E6BF	𮚿	gogrr
2E6C0	𮛀	goitc
2E6C1	𮛁	rmn
2E6C2	𮛂	rmkn
2E6C3	𮛃	rmmy
2E6C4	𮛄	rmg
2E6C5	𮛅	ymryo
2E6C6	𮛆	rmlb
2E6C7	𮛇	rmyv
2E6C8	𮛈	rmnl
2E6C9	𮛉	rmmmr
2E6CA	𮛊	rmmsu
2E6CB	𮛋	rmq
2E6CC	𮛌	rmci
2E6CD	𮛍	csho
2E6CE	𮛎	roimo
2E6CF	𮛏	rmkm
2E6D0	𮛐	rmmym
2E6D1	𮛑	rmymy
2E6D2	𮛒	rmniy
2E6D3	𮛓	rmyk
2E6D4	𮛔	rmtmm
2E6D5	𮛕	rmine
2E6D6	𮛖	veryo
2E6D7	𮛗	rmfsm
2E6D8	𮛘	rmwk
2E6D9	𮛙	rmtyo
2E6DA	𮛚	rmppg
2E6DB	𮛛	rmhru
2E6DC	𮛜	rmoir
2E6DD	𮛝	rmhdn
2E6DE	𮛞	rmpdk
2E6DF	𮛟	rmsme
2E6E0	𮛠	rmqrs
2E6E1	𮛡	rmjtu
2E6E2	𮛢	rmkmf
2E6E3	𮛣	yeryo
2E6E4	𮛤	rmaa
2E6E5	𮛥	rmab
2E6E6	𮛦	rmfbd
2E6E7	𮛧	rmhlo
2E6E8	𮛨	rmhpa
2E6E9	𮛩	rmbyr
2E6EA	𮛪	rmbqo
2E6EB	𮛫	rmnhx
